song title,artist/band name,year,lyrics url,song_lyrics,lemmatized,word_count,sentence,bag_word1,bag_word2,bag_word3,bag_word4
It's Only A Paper Moon,Frank Sinatra,1950,https://www.azlyrics.com/lyrics/franksinatra/itsonlyapapermoon.html,"It is only a paper moon
Sailing over a cardboard sea
But it wouldn't be make believe
If you believed in me

Yes, it's only a canvas sky
Hangin' over a muslin tree
But it wouldn't be make believe
If you believed in me

Without your love
It's a honky tonk parade
Without your love
It's a melody played in a penny arcade

It's a Barnum and Bailey world
Just as phony as it can be
But it wouldn't be make believe
If you believed in me

Without your love
It's a honky tonk parade
Without your love
It's a melody played in a penny arcade

It's a Barnum and Bailey world
Just as phony as it can be
But it wouldn't be make believe
If you believed in me
","['It', 'is', 'only', 'a', 'paper', 'moon', 'Sailing', 'over', 'a', 'cardboard', 'sea', 'But', 'it', ""wouldn't"", 'be', 'make', 'believe', 'If', 'you', 'believed', 'in', 'me', 'Yes', ""it's"", 'only', 'a', 'canvas', 'sky', 'Hangin', 'over', 'a', 'muslin', 'tree', 'But', 'it', ""wouldn't"", 'be', 'make', 'believe', 'If', 'you', 'believed', 'in', 'me', 'Without', 'your', 'love', ""It's"", 'a', 'honky', 'tonk', 'parade', 'Without', 'your', 'love', ""It's"", 'a', 'melody', 'played', 'in', 'a', 'penny', 'arcade', ""It's"", 'a', 'Barnum', 'and', 'Bailey', 'world', 'Just', 'a', 'phony', 'a', 'it', 'can', 'be', 'But', 'it', ""wouldn't"", 'be', 'make', 'believe', 'If', 'you', 'believed', 'in', 'me', 'Without', 'your', 'love', ""It's"", 'a', 'honky', 'tonk', 'parade', 'Without', 'your', 'love', ""It's"", 'a', 'melody', 'played', 'in', 'a', 'penny', 'arcade', ""It's"", 'a', 'Barnum', 'and', 'Bailey', 'world', 'Just', 'a', 'phony', 'a', 'it', 'can', 'be', 'But', 'it', ""wouldn't"", 'be', 'make', 'believe', 'If', 'you', 'believed', 'in', 'me']",141,It is only a paper moon Sailing over a cardboard sea But it wouldn't be make believe If you believed in me Yes it's only a canvas sky Hangin over a muslin tree But it wouldn't be make believe If you believed in me Without your love It's a honky tonk parade Without your love It's a melody played in a penny arcade It's a Barnum and Bailey world Just a phony a it can be But it wouldn't be make believe If you believed in me Without your love It's a honky tonk parade Without your love It's a melody played in a penny arcade It's a Barnum and Bailey world Just a phony a it can be But it wouldn't be make believe If you believed in me,It paper a it believe in only Hangin tree be you Without a Without a a a world a But make believed your honky your melody penny Barnum Just it it believe in,is moon cardboard wouldn't If me a over But make believed your honky your melody penny Barnum Just it it believe in love tonk love played arcade and a can wouldn't If me,only Sailing sea be you Yes canvas a it believe in love tonk love played arcade and a can wouldn't If me It's parade It's in It's Bailey phony be be you,a over But make believed it's sky muslin wouldn't If me It's parade It's in It's Bailey phony be be you Without a Without a a a world a But make believed
Be Honest With Me(1991 CD Reissue),"Martin, Dean",1955,https://www.azlyrics.com/lyrics/deanmartin/behonestwithme.html,"Be honest with me dear whatever you do
Remember you're mine dear so always be true
Where ever you wander on land or on sea
If you really love me be honest with me

My poor heart would break dear if you were untrue
Asleep or awake dear I dream about you
Oh you are my darling you're all that I see
If you really love me be honest with me

Some day I'll return dear kinda make you my own
And how I will yearn dear when I'm all alone
But I never forget dear your sweet memory
If you really love me be honest with me
","['Be', 'honest', 'with', 'me', 'dear', 'whatever', 'you', 'do', 'Remember', ""you're"", 'mine', 'dear', 'so', 'always', 'be', 'true', 'Where', 'ever', 'you', 'wander', 'on', 'land', 'or', 'on', 'sea', 'If', 'you', 'really', 'love', 'me', 'be', 'honest', 'with', 'me', 'My', 'poor', 'heart', 'would', 'break', 'dear', 'if', 'you', 'were', 'untrue', 'Asleep', 'or', 'awake', 'dear', 'I', 'dream', 'about', 'you', 'Oh', 'you', 'are', 'my', 'darling', ""you're"", 'all', 'that', 'I', 'see', 'If', 'you', 'really', 'love', 'me', 'be', 'honest', 'with', 'me', 'Some', 'day', ""I'll"", 'return', 'dear', 'kinda', 'make', 'you', 'my', 'own', 'And', 'how', 'I', 'will', 'yearn', 'dear', 'when', ""I'm"", 'all', 'alone', 'But', 'I', 'never', 'forget', 'dear', 'your', 'sweet', 'memory', 'If', 'you', 'really', 'love', 'me', 'be', 'honest', 'with', 'me']",112,Be honest with me dear whatever you do Remember you're mine dear so always be true Where ever you wander on land or on sea If you really love me be honest with me My poor heart would break dear if you were untrue Asleep or awake dear I dream about you Oh you are my darling you're all that I see If you really love me be honest with me Some day I'll return dear kinda make you my own And how I will yearn dear when I'm all alone But I never forget dear your sweet memory If you really love me be honest with me,Be dear Remember so Where on sea love with heart if Asleep I Oh darling I really honest day kinda own will I'm I your you be,honest whatever you're always ever land If me me would you or dream you you're see love with I'll make And yearn all never sweet really honest,with you mine be you or you be My break were awake about are all If me me return you how dear alone forget memory love with,me do dear true wander on really honest poor dear untrue dear you my that you be Some dear my I when But dear If me me
I'm Yours,Eddy Arnold,1957,https://www.azlyrics.com/lyrics/eddyarnold/imyours.html,"Ask the sky above and ask the earth below
Why I'm so in love and why I love you so
Couldn't tell you though I tried dear just why did I'm yours
When you went away you left a glowing spark
Trying to be gay as whistling in the dark
I am only what you make me come take me I'm yours

How happy I would be to beg and borrow a sorrow with you
Even though I knew tomorrow you'd say we were through
If we'd drift apart then I'll be lost alone
Though you use my heart just for a stepping stone
How can I help dreaming of you I love you I'm yours
...
","['Ask', 'the', 'sky', 'above', 'and', 'ask', 'the', 'earth', 'below', 'Why', ""I'm"", 'so', 'in', 'love', 'and', 'why', 'I', 'love', 'you', 'so', ""Couldn't"", 'tell', 'you', 'though', 'I', 'tried', 'dear', 'just', 'why', 'did', ""I'm"", 'yours', 'When', 'you', 'went', 'away', 'you', 'left', 'a', 'glowing', 'spark', 'Trying', 'to', 'be', 'gay', 'a', 'whistling', 'in', 'the', 'dark', 'I', 'am', 'only', 'what', 'you', 'make', 'me', 'come', 'take', 'me', ""I'm"", 'yours', 'How', 'happy', 'I', 'would', 'be', 'to', 'beg', 'and', 'borrow', 'a', 'sorrow', 'with', 'you', 'Even', 'though', 'I', 'knew', 'tomorrow', ""you'd"", 'say', 'we', 'were', 'through', 'If', ""we'd"", 'drift', 'apart', 'then', ""I'll"", 'be', 'lost', 'alone', 'Though', 'you', 'use', 'my', 'heart', 'just', 'for', 'a', 'stepping', 'stone', 'How', 'can', 'I', 'help', 'dreaming', 'of', 'you', 'I', 'love', 'you', ""I'm"", 'yours']",124,Ask the sky above and ask the earth below Why I'm so in love and why I love you so Couldn't tell you though I tried dear just why did I'm yours When you went away you left a glowing spark Trying to be gay a whistling in the dark I am only what you make me come take me I'm yours How happy I would be to beg and borrow a sorrow with you Even though I knew tomorrow you'd say we were through If we'd drift apart then I'll be lost alone Though you use my heart just for a stepping stone How can I help dreaming of you I love you I'm yours,Ask and below in I Couldn't I why When you spark gay the only me I'm I beg sorrow though you'd through apart lost use for How dreaming love,the ask Why love love tell tried did you left Trying a dark what come yours would and with I say If then alone my a can of you,sky the I'm and you you dear I'm went a to whistling I you take How be borrow you knew we we'd I'll Though heart stepping I you I'm,above earth so why so though just yours away glowing be in am make me happy to a Even tomorrow were drift be you just stone help I yours
Blues In My Heart,"Reeves, Jim",1957,https://www.azlyrics.com/lyrics/jimreeves/bluesinmyheart.html,"(Wish I could lose these blues in my heart)

Blues in my heart, oh, how it aches
Nobody knows the sorrow it takes
I should have known right from the start
You'd leave me with these blues in my heart.

(Gone is the love I couldn't hold)
(Feel like a lamb that's strayed from the fold)
What can I do, what can I say?
Blues in my heart have got me this way.

Rain's falling down, down from the sky
Why even the sun's beginning to cry
Everything's wrong since we're apart
Wish I could lose these blues in my heart.
(In my heart.)..
","['Wish', 'I', 'could', 'lose', 'these', 'blue', 'in', 'my', 'heart', 'Blues', 'in', 'my', 'heart', 'oh', 'how', 'it', 'ache', 'Nobody', 'know', 'the', 'sorrow', 'it', 'take', 'I', 'should', 'have', 'known', 'right', 'from', 'the', 'start', ""You'd"", 'leave', 'me', 'with', 'these', 'blue', 'in', 'my', 'heart', 'Gone', 'is', 'the', 'love', 'I', ""couldn't"", 'hold', 'Feel', 'like', 'a', 'lamb', ""that's"", 'strayed', 'from', 'the', 'fold', 'What', 'can', 'I', 'do', 'what', 'can', 'I', 'say', 'Blues', 'in', 'my', 'heart', 'have', 'got', 'me', 'this', 'way', ""Rain's"", 'falling', 'down', 'down', 'from', 'the', 'sky', 'Why', 'even', 'the', ""sun's"", 'beginning', 'to', 'cry', ""Everything's"", 'wrong', 'since', ""we're"", 'apart', 'Wish', 'I', 'could', 'lose', 'these', 'blue', 'in', 'my', 'heart', 'In', 'my', 'heart']",111,Wish I could lose these blue in my heart Blues in my heart oh how it ache Nobody know the sorrow it take I should have known right from the start You'd leave me with these blue in my heart Gone is the love I couldn't hold Feel like a lamb that's strayed from the fold What can I do what can I say Blues in my heart have got me this way Rain's falling down down from the sky Why even the sun's beginning to cry Everything's wrong since we're apart Wish I could lose these blue in my heart In my heart,Wish these heart heart ache sorrow should from leave blue Gone I like strayed What what Blues have way down Why beginning wrong Wish these heart,I blue Blues oh Nobody it have the me in is couldn't a from can can in got Rain's from even to since I blue In,could in in how know take known start with my the hold lamb the I I my me falling the the cry we're could in my,lose my my it the I right You'd these heart love Feel that's fold do say heart this down sky sun's Everything's apart lose my heart
I Didn't Know What Time It Was,Billie Holiday,1957,https://www.azlyrics.com/lyrics/billieholiday/ididntknowwhattimeitwas.html,"Once I was young 
Yesterday, perhaps 
Danced with Jim and Paul
And kissed some other chaps.
Once I was young,
But never was naive.
I thought I had a trick or two
Up my imaginary sleeve.
And now I know I was naive.

I didn't know what time it was
Then I met you.
Oh, what a lovely time it was,
How sublime it was too!
I didn't know what time it was
You hold my hand.
Warm like the month of May it was,
And I'll say it was grand.

Grand to be alive, to be young,
To be mad, to be yours alone!
Grand to see your face, feel your touch,
Hear your voice say I'm all your own.

I didn't know what time it was
Live was no prize.
I wanted love and here it was
Shining out of your eyes.
I'm wise,
And I know what time it is now.

Once I was old
Twenty years or so 
Rather well preserved:
The wrinkles didn't show.
Once I was old,
But not too old for fun.
I used to hunt for little girls
Up my immaginary gun.
But now I ain't for only one!

I didn't know what time it was
Then I met you.
Oh, what a lovely time it was,
How sublime it was too!
I didn't know what time it was
You hold my hand.
Warm like the month of May it was,
And I'll say it was grand.

Grand to be alive, to be young,
To be mad, to be yours alone!
Grand to see your face, feel your touch,
Hear your voice say I'm all your own.

I didn't know what time it was
Live was no prize.
I wanted love and here it was
Shining out of your eyes.
I'm wise,
And I know what time it is now.
","['Once', 'I', 'wa', 'young', 'Yesterday', 'perhaps', 'Danced', 'with', 'Jim', 'and', 'Paul', 'And', 'kissed', 'some', 'other', 'chap', 'Once', 'I', 'wa', 'young', 'But', 'never', 'wa', 'naive', 'I', 'thought', 'I', 'had', 'a', 'trick', 'or', 'two', 'Up', 'my', 'imaginary', 'sleeve', 'And', 'now', 'I', 'know', 'I', 'wa', 'naive', 'I', ""didn't"", 'know', 'what', 'time', 'it', 'wa', 'Then', 'I', 'met', 'you', 'Oh', 'what', 'a', 'lovely', 'time', 'it', 'wa', 'How', 'sublime', 'it', 'wa', 'too', 'I', ""didn't"", 'know', 'what', 'time', 'it', 'wa', 'You', 'hold', 'my', 'hand', 'Warm', 'like', 'the', 'month', 'of', 'May', 'it', 'wa', 'And', ""I'll"", 'say', 'it', 'wa', 'grand', 'Grand', 'to', 'be', 'alive', 'to', 'be', 'young', 'To', 'be', 'mad', 'to', 'be', 'yours', 'alone', 'Grand', 'to', 'see', 'your', 'face', 'feel', 'your', 'touch', 'Hear', 'your', 'voice', 'say', ""I'm"", 'all', 'your', 'own', 'I', ""didn't"", 'know', 'what', 'time', 'it', 'wa', 'Live', 'wa', 'no', 'prize', 'I', 'wanted', 'love', 'and', 'here', 'it', 'wa', 'Shining', 'out', 'of', 'your', 'eye', ""I'm"", 'wise', 'And', 'I', 'know', 'what', 'time', 'it', 'is', 'now', 'Once', 'I', 'wa', 'old', 'Twenty', 'year', 'or', 'so', 'Rather', 'well', 'preserved', 'The', 'wrinkle', ""didn't"", 'show', 'Once', 'I', 'wa', 'old', 'But', 'not', 'too', 'old', 'for', 'fun', 'I', 'used', 'to', 'hunt', 'for', 'little', 'girl', 'Up', 'my', 'immaginary', 'gun', 'But', 'now', 'I', ""ain't"", 'for', 'only', 'one', 'I', ""didn't"", 'know', 'what', 'time', 'it', 'wa', 'Then', 'I', 'met', 'you', 'Oh', 'what', 'a', 'lovely', 'time', 'it', 'wa', 'How', 'sublime', 'it', 'wa', 'too', 'I', ""didn't"", 'know', 'what', 'time', 'it', 'wa', 'You', 'hold', 'my', 'hand', 'Warm', 'like', 'the', 'month', 'of', 'May', 'it', 'wa', 'And', ""I'll"", 'say', 'it', 'wa', 'grand', 'Grand', 'to', 'be', 'alive', 'to', 'be', 'young', 'To', 'be', 'mad', 'to', 'be', 'yours', 'alone', 'Grand', 'to', 'see', 'your', 'face', 'feel', 'your', 'touch', 'Hear', 'your', 'voice', 'say', ""I'm"", 'all', 'your', 'own', 'I', ""didn't"", 'know', 'what', 'time', 'it', 'wa', 'Live', 'wa', 'no', 'prize', 'I', 'wanted', 'love', 'and', 'here', 'it', 'wa', 'Shining', 'out', 'of', 'your', 'eye', ""I'm"", 'wise', 'And', 'I', 'know', 'what', 'time', 'it', 'is', 'now']",322,Once I wa young Yesterday perhaps Danced with Jim and Paul And kissed some other chap Once I wa young But never wa naive I thought I had a trick or two Up my imaginary sleeve And now I know I wa naive I didn't know what time it wa Then I met you Oh what a lovely time it wa How sublime it wa too I didn't know what time it wa You hold my hand Warm like the month of May it wa And I'll say it wa grand Grand to be alive to be young To be mad to be yours alone Grand to see your face feel your touch Hear your voice say I'm all your own I didn't know what time it wa Live wa no prize I wanted love and here it wa Shining out of your eye I'm wise And I know what time it is now Once I wa old Twenty year or so Rather well preserved The wrinkle didn't show Once I wa old But not too old for fun I used to hunt for little girl Up my immaginary gun But now I ain't for only one I didn't know what time it wa Then I met you Oh what a lovely time it wa How sublime it wa too I didn't know what time it wa You hold my hand Warm like the month of May it wa And I'll say it wa grand Grand to be alive to be young To be mad to be yours alone Grand to see your face feel your touch Hear your voice say I'm all your own I didn't know what time it wa Live wa no prize I wanted love and here it wa Shining out of your eye I'm wise And I know what time it is now,Once Yesterday Jim kissed Once But I a Up And I didn't it met a wa wa know wa hand month wa it to be mad alone your touch say own what Live I here out I'm know is wa or preserved show old old used little immaginary I one what Then Oh time sublime I time hold like May I'll grand alive To be to feel your all didn't it no love wa your And time,I perhaps and some I never thought trick my now wa know wa you lovely How too what You Warm of And wa be young to Grand face Hear I'm I time wa wanted it of wise what now old so The Once But for to girl gun ain't I time I what it it didn't it my the it say Grand to be yours see your voice your know wa prize and Shining eye I it,wa Danced Paul other wa wa I or imaginary I naive what Then Oh time sublime I time hold like May I'll grand alive To be to feel your all didn't it no love wa your And time Once Twenty Rather wrinkle I not fun hunt Up But for didn't it met a wa wa know wa hand month wa it to be mad alone your touch say own what Live I here out I'm know is,young with And chap young naive had two sleeve know I time I what it it didn't it my the it say Grand to be yours see your voice your know wa prize and Shining eye I it I year well didn't wa too I for my now only know wa you lovely How too what You Warm of And wa be young to Grand face Hear I'm I time wa wanted it of wise what now
Street Of Dreams,"Mathis, Johnny",1957,https://www.azlyrics.com/lyrics/johnnymathis/streetofdreams.html,"Love laughs at a king
Kings don't mean a thing
On the street of dreams
Dreams, broken in two
Can be made like new
On the street of dreams

Gold, silver and gold
All you can hold
Is in the moonbeams
Poor, no one is poor
Long as love is sure
On the street of dreams

Gold, silver and gold
All you can hold
Is in the moonbeams
Poor, no one is poor
Long as love is sure
On the street of dreams
","['Love', 'laugh', 'at', 'a', 'king', 'Kings', ""don't"", 'mean', 'a', 'thing', 'On', 'the', 'street', 'of', 'dream', 'Dreams', 'broken', 'in', 'two', 'Can', 'be', 'made', 'like', 'new', 'On', 'the', 'street', 'of', 'dream', 'Gold', 'silver', 'and', 'gold', 'All', 'you', 'can', 'hold', 'Is', 'in', 'the', 'moonbeam', 'Poor', 'no', 'one', 'is', 'poor', 'Long', 'a', 'love', 'is', 'sure', 'On', 'the', 'street', 'of', 'dream', 'Gold', 'silver', 'and', 'gold', 'All', 'you', 'can', 'hold', 'Is', 'in', 'the', 'moonbeam', 'Poor', 'no', 'one', 'is', 'poor', 'Long', 'a', 'love', 'is', 'sure', 'On', 'the', 'street', 'of', 'dream']",84,Love laugh at a king Kings don't mean a thing On the street of dream Dreams broken in two Can be made like new On the street of dream Gold silver and gold All you can hold Is in the moonbeam Poor no one is poor Long a love is sure On the street of dream Gold silver and gold All you can hold Is in the moonbeam Poor no one is poor Long a love is sure On the street of dream,Love king a street broken be On dream gold hold moonbeam is love the Gold All Is Poor poor is street,laugh Kings thing of in made the Gold All Is Poor poor is street silver you in no Long sure of,at don't On dream two like street silver you in no Long sure of and can the one a On dream,a mean the Dreams Can new of and can the one a On dream gold hold moonbeam is love the
Miss Ann,Little Richard,1957,https://www.azlyrics.com/lyrics/littlerichard/missann.html,"Oh, oh, oh, Miss Ann, you're doin' something no-one can,
Yeah, yeah, yeah, Miss Ann, you're doin' something no-one can,
Because believin' and deceivin', it's drivin' me to grievin' now.

I wanna hear, hear, hear Miss Ann, I wanna hear her call my name,
I wanna hear, hear, hear Miss Ann, I wanna hear her call my name,
Because she keep callin' loud, but she calls it so sweet and so plain.

Well, I told Miss Ann once, and I told Miss Ann twice,
Yes, I told Miss Ann once, and I told Miss Ann twice,
Boys, when I'm with Miss Ann, I'm livin' in paradise.

If she thinks I'm gonna let her be free, how wrong can Miss Ann be,
If she thinks I'm gonna let her be free, how wrong can Miss Ann be,
I'm in love with Miss Ann, and that's the way it's gonna be.
","['Oh', 'oh', 'oh', 'Miss', 'Ann', ""you're"", 'doin', 'something', 'no-one', 'can', 'Yeah', 'yeah', 'yeah', 'Miss', 'Ann', ""you're"", 'doin', 'something', 'no-one', 'can', 'Because', 'believin', 'and', 'deceivin', ""it's"", 'drivin', 'me', 'to', 'grievin', 'now', 'I', 'wan', 'na', 'hear', 'hear', 'hear', 'Miss', 'Ann', 'I', 'wan', 'na', 'hear', 'her', 'call', 'my', 'name', 'I', 'wan', 'na', 'hear', 'hear', 'hear', 'Miss', 'Ann', 'I', 'wan', 'na', 'hear', 'her', 'call', 'my', 'name', 'Because', 'she', 'keep', 'callin', 'loud', 'but', 'she', 'call', 'it', 'so', 'sweet', 'and', 'so', 'plain', 'Well', 'I', 'told', 'Miss', 'Ann', 'once', 'and', 'I', 'told', 'Miss', 'Ann', 'twice', 'Yes', 'I', 'told', 'Miss', 'Ann', 'once', 'and', 'I', 'told', 'Miss', 'Ann', 'twice', 'Boys', 'when', ""I'm"", 'with', 'Miss', 'Ann', ""I'm"", 'livin', 'in', 'paradise', 'If', 'she', 'think', ""I'm"", 'gon', 'na', 'let', 'her', 'be', 'free', 'how', 'wrong', 'can', 'Miss', 'Ann', 'be', 'If', 'she', 'think', ""I'm"", 'gon', 'na', 'let', 'her', 'be', 'free', 'how', 'wrong', 'can', 'Miss', 'Ann', 'be', ""I'm"", 'in', 'love', 'with', 'Miss', 'Ann', 'and', ""that's"", 'the', 'way', ""it's"", 'gon', 'na', 'be']",166,Oh oh oh Miss Ann you're doin something no-one can Yeah yeah yeah Miss Ann you're doin something no-one can Because believin and deceivin it's drivin me to grievin now I wan na hear hear hear Miss Ann I wan na hear her call my name I wan na hear hear hear Miss Ann I wan na hear her call my name Because she keep callin loud but she call it so sweet and so plain Well I told Miss Ann once and I told Miss Ann twice Yes I told Miss Ann once and I told Miss Ann twice Boys when I'm with Miss Ann I'm livin in paradise If she think I'm gon na let her be free how wrong can Miss Ann be If she think I'm gon na let her be free how wrong can Miss Ann be I'm in love with Miss Ann and that's the way it's gon na be,Oh Ann no-one yeah doin Because it's grievin na Miss na my na Miss na my keep she sweet Well Ann told Yes Ann told Boys Miss in think let how Ann think let how Ann love and it's,oh you're can Miss something believin drivin now hear Ann hear name hear Ann hear name callin call and I once Miss I once Miss when Ann paradise I'm her wrong be I'm her wrong be with that's gon,oh doin Yeah Ann no-one and me I hear I her I hear I her Because loud it so told and Ann told and Ann I'm I'm If gon be can If gon be can I'm Miss the na,Miss something yeah you're can deceivin to wan hear wan call wan hear wan call she but so plain Miss I twice Miss I twice with livin she na free Miss she na free Miss in Ann way be
I Want A Little Girl,"Charles, Ray",1958,https://www.azlyrics.com/lyrics/raycharles/iwantalittlegirl.html,"She must be someone now who's all alone now
Say, I want a little girl, yeah, to fall in love with me, oh yeah

You know I want a little girl, she may not look
Just like a picture in a story book
But if she can cook chicken, yeah, she'll suit me to a T, now

Oh, she don't have to wave her hair
Or wear fancy clothes and I wouldn't even care
If she didn't wear nylon hose, oh

'Cause I want a little girl to love a lot
I say I'd give her everyting I got, now
Because I want a little firl, now, to fall in love with me, yeah
","['She', 'must', 'be', 'someone', 'now', ""who's"", 'all', 'alone', 'now', 'Say', 'I', 'want', 'a', 'little', 'girl', 'yeah', 'to', 'fall', 'in', 'love', 'with', 'me', 'oh', 'yeah', 'You', 'know', 'I', 'want', 'a', 'little', 'girl', 'she', 'may', 'not', 'look', 'Just', 'like', 'a', 'picture', 'in', 'a', 'story', 'book', 'But', 'if', 'she', 'can', 'cook', 'chicken', 'yeah', ""she'll"", 'suit', 'me', 'to', 'a', 'T', 'now', 'Oh', 'she', ""don't"", 'have', 'to', 'wave', 'her', 'hair', 'Or', 'wear', 'fancy', 'clothes', 'and', 'I', ""wouldn't"", 'even', 'care', 'If', 'she', ""didn't"", 'wear', 'nylon', 'hose', 'oh', ""'Cause"", 'I', 'want', 'a', 'little', 'girl', 'to', 'love', 'a', 'lot', 'I', 'say', ""I'd"", 'give', 'her', 'everyting', 'I', 'got', 'now', 'Because', 'I', 'want', 'a', 'little', 'firl', 'now', 'to', 'fall', 'in', 'love', 'with', 'me', 'yeah']",120,She must be someone now who's all alone now Say I want a little girl yeah to fall in love with me oh yeah You know I want a little girl she may not look Just like a picture in a story book But if she can cook chicken yeah she'll suit me to a T now Oh she don't have to wave her hair Or wear fancy clothes and I wouldn't even care If she didn't wear nylon hose oh 'Cause I want a little girl to love a lot I say I'd give her everyting I got now Because I want a little firl now to fall in love with me yeah,She now now a to with You a may like a if chicken me now have hair clothes even didn't oh a love say everyting Because little fall me,must who's Say little fall me know little not a story she yeah to Oh to Or and care wear 'Cause little a I'd I I firl in yeah,be all I girl in oh I girl look picture book can she'll a she wave wear I If nylon I girl lot give got want now love,someone alone want yeah love yeah want she Just in But cook suit T don't her fancy wouldn't she hose want to I her now a to with
Love Me,Buddy Holly,1958,https://www.azlyrics.com/lyrics/buddyholly/loveme.html,"Well, love me, love me, love me
Oh baby love me
Well, if you love me honey
Will you let me know
If you really love me
Then never let me go
Oh, love me, love me, love me
Well, I'm hoping you do
Oh baby, love me, love me, love me
The way that I love you

Well, love me, never leave me
Or you'll make me cry
If you really love me
Then you'll keep my eyes dry
Love me, love me, love me
Well, I'm hoping you do
Oh baby, love me, love me, love me
The way that I love you
(Oh, let's go now man, go)

Well, love me, love me
O-oh baby love me
Oh baby love me
Baby love me true

Well, if you love me honey
All the night and day
Then you love me, love me
All my life I pray
Love me, love me, love me
Well, I'm hoping you do
Oh baby, love me, love me, love me
The way that I love you

Well, love me, never leave me
Or you'll make me cry
If you really love me
Then you'll keep my eyes dry
Love me, love me, love me
Well, I'm hoping you do
Oh baby, love me, love me, love me
The way that I love you

Well, love me, love me
O-oh baby love me
Oh baby love me
Baby love me true
","['Well', 'love', 'me', 'love', 'me', 'love', 'me', 'Oh', 'baby', 'love', 'me', 'Well', 'if', 'you', 'love', 'me', 'honey', 'Will', 'you', 'let', 'me', 'know', 'If', 'you', 'really', 'love', 'me', 'Then', 'never', 'let', 'me', 'go', 'Oh', 'love', 'me', 'love', 'me', 'love', 'me', 'Well', ""I'm"", 'hoping', 'you', 'do', 'Oh', 'baby', 'love', 'me', 'love', 'me', 'love', 'me', 'The', 'way', 'that', 'I', 'love', 'you', 'Well', 'love', 'me', 'never', 'leave', 'me', 'Or', ""you'll"", 'make', 'me', 'cry', 'If', 'you', 'really', 'love', 'me', 'Then', ""you'll"", 'keep', 'my', 'eye', 'dry', 'Love', 'me', 'love', 'me', 'love', 'me', 'Well', ""I'm"", 'hoping', 'you', 'do', 'Oh', 'baby', 'love', 'me', 'love', 'me', 'love', 'me', 'The', 'way', 'that', 'I', 'love', 'you', 'Oh', ""let's"", 'go', 'now', 'man', 'go', 'Well', 'love', 'me', 'love', 'me', 'O-oh', 'baby', 'love', 'me', 'Oh', 'baby', 'love', 'me', 'Baby', 'love', 'me', 'true', 'Well', 'if', 'you', 'love', 'me', 'honey', 'All', 'the', 'night', 'and', 'day', 'Then', 'you', 'love', 'me', 'love', 'me', 'All', 'my', 'life', 'I', 'pray', 'Love', 'me', 'love', 'me', 'love', 'me', 'Well', ""I'm"", 'hoping', 'you', 'do', 'Oh', 'baby', 'love', 'me', 'love', 'me', 'love', 'me', 'The', 'way', 'that', 'I', 'love', 'you', 'Well', 'love', 'me', 'never', 'leave', 'me', 'Or', ""you'll"", 'make', 'me', 'cry', 'If', 'you', 'really', 'love', 'me', 'Then', ""you'll"", 'keep', 'my', 'eye', 'dry', 'Love', 'me', 'love', 'me', 'love', 'me', 'Well', ""I'm"", 'hoping', 'you', 'do', 'Oh', 'baby', 'love', 'me', 'love', 'me', 'love', 'me', 'The', 'way', 'that', 'I', 'love', 'you', 'Well', 'love', 'me', 'love', 'me', 'O-oh', 'baby', 'love', 'me', 'Oh', 'baby', 'love', 'me', 'Baby', 'love', 'me', 'true']",248,Well love me love me love me Oh baby love me Well if you love me honey Will you let me know If you really love me Then never let me go Oh love me love me love me Well I'm hoping you do Oh baby love me love me love me The way that I love you Well love me never leave me Or you'll make me cry If you really love me Then you'll keep my eye dry Love me love me love me Well I'm hoping you do Oh baby love me love me love me The way that I love you Oh let's go now man go Well love me love me O-oh baby love me Oh baby love me Baby love me true Well if you love me honey All the night and day Then you love me love me All my life I pray Love me love me love me Well I'm hoping you do Oh baby love me love me love me The way that I love you Well love me never leave me Or you'll make me cry If you really love me Then you'll keep my eye dry Love me love me love me Well I'm hoping you do Oh baby love me love me love me The way that I love you Well love me love me O-oh baby love me Oh baby love me Baby love me true,Well me baby if honey me really never Oh me I'm Oh love The love me Or cry love keep Love love hoping baby me way you now love O-oh Oh Baby Well me night you me I love Well do me me I love me me really you'll dry me I'm Oh love The love me baby baby love,love love love you Will know love let love love hoping baby me way you never you'll If me my me me you love love that Oh man me baby baby love if honey and love All pray me I'm Oh love The love me Or cry love keep Love love hoping baby me way you love love love me,me me me love you If me me me me you love love that Well leave make you Then eye love Well do me me I let's go love love love me you All day me my Love love hoping baby me way you never you'll If me my me me you love love that Well me me me true,love Oh Well me let you Then go love Well do me me I love me me really you'll dry me I'm Oh love The love go Well me me me true love the Then love life me me you love love that Well leave make you Then eye love Well do me me I love O-oh Oh Baby
